"","rank","name","state_name","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","CCBASIC","UGDS","LOCALE","CCSIZSET","CONTROL","CCBASIC_words"
"677",2,"Oregon Institute of Technology","Oregon",61200,106800,60,27,"22","3558","33","12",1,"Baccalaureate Colleges: Diverse Fields"
"678",3,"University of Portland","Oregon",58500,104900,52,28,"19","3757","11","14",2,"Master's Colleges & Universities: Medium Programs"
"679",3,"Reed College","Oregon",56100,104900,44,26,"21","1456","11","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"680",5,"Oregon State University","Oregon",56200,104800,53,34,"15","24787","13","15",1,"Doctoral Universities: Very High Research Activity"
"681",6,"Willamette University","Oregon",52200,97700,49,14,"21","1623","12","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"682",7,"University of Oregon","Oregon",51800,95800,46,13,"15","18923","12","16",1,"Doctoral Universities: Very High Research Activity"
"683",8,"Pacific University","Oregon",50200,94000,66,8,"17","1820","21","14",2,"Doctoral/Professional Universities"
"684",8,"Linfield College-Online and Continuing Education","Oregon",50900,94000,NA,0,"22","244","32","6",2,"Baccalaureate Colleges: Diverse Fields"
"685",10,"Lewis & Clark College","Oregon",50000,93200,51,12,"21","2011","11","14",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"686",11,"Linfield College-McMinnville Campus","Oregon",52100,92000,48,17,"21","1343","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"687",12,"Portland State University","Oregon",50800,90500,48,16,"16","18541","11","15",1,"Doctoral Universities: High Research Activity"
"688",13,"George Fox University","Oregon",51200,89600,52,8,"17","2669","31","13",2,"Doctoral/Professional Universities"
"689",14,"Concordia University-Portland","Oregon",48000,86100,69,1,"17","1468","11","13",2,"Doctoral/Professional Universities"
"690",15,"Pacific Northwest College of Art","Oregon",46300,85000,NA,0,"30","448","11","7",2,"Special Focus Four-Year: Arts, Music & Design Schools"
"691",16,"Southern Oregon University","Oregon",46000,81200,54,6,"18","4048","22","13",1,"Master's Colleges & Universities: Larger Programs"
"692",17,"Northwest Christian University","Oregon",45200,81100,62,5,"19","555","12","7",2,"Master's Colleges & Universities: Medium Programs"
"693",18,"Warner Pacific College","Oregon",45500,80500,58,10,NA,NA,NA,NA,NA,NA
"694",19,"Marylhurst University","Oregon",46200,79800,63,0,NA,NA,NA,NA,NA,NA
"695",20,"Western Oregon University","Oregon",44500,79300,50,5,"18","4552","31","13",1,"Master's Colleges & Universities: Larger Programs"
"696",21,"Corban University","Oregon",42500,77300,63,1,"22","970","12","11",2,"Baccalaureate Colleges: Diverse Fields"
"697",22,"Multnomah University","Oregon",40500,76400,82,0,"24","403","11","8",2,"Special Focus Four-Year: Faith-Related Institutions"
"698",23,"Eastern Oregon University","Oregon",44000,73900,56,5,"19","2587","33","9",1,"Master's Colleges & Universities: Medium Programs"
"699",24,"New Hope Christian College-Eugene","Oregon",34200,61600,NA,0,"24","92","12","7",2,"Special Focus Four-Year: Faith-Related Institutions"
"700",1,"Carnegie Mellon University","Pennsylvania",75900,136100,45,66,"15","6483","11","17",2,"Doctoral Universities: Very High Research Activity"
"701",2,"Lehigh University","Pennsylvania",69500,134100,45,52,"16","5030","13","13",2,"Doctoral Universities: High Research Activity"
"702",3,"University of Pennsylvania","Pennsylvania",72800,133900,41,21,"15","10764","11","17",2,"Doctoral Universities: Very High Research Activity"
"703",4,"Swarthmore College","Pennsylvania",67500,123200,44,45,"21","1544","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"704",5,"Bucknell University","Pennsylvania",66700,122900,40,40,"21","3583","32","14",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"705",6,"Lafayette College","Pennsylvania",66500,122500,37,47,"21","2616","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"706",7,"Villanova University","Pennsylvania",65100,119500,41,23,"16","6819","21","14",2,"Doctoral Universities: High Research Activity"
"707",8,"University of the Sciences","Pennsylvania",60700,115200,72,12,"26","1225","11","10",2,"Special Focus Four-Year: Other Health Professions Schools"
"708",9,"Drexel University","Pennsylvania",61700,114800,47,28,"15","15557","11","16",2,"Doctoral Universities: Very High Research Activity"
"709",10,"Haverford College","Pennsylvania",59300,112300,47,36,"21","1305","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"710",11,"Franklin and Marshall College","Pennsylvania",57200,109700,42,23,"21","2298","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"711",12,"Gettysburg College","Pennsylvania",58400,109300,39,24,"21","2441","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"712",13,"Pennsylvania State University-Main Campus","Pennsylvania",58500,105500,47,37,"15","40108","13","16",1,"Doctoral Universities: Very High Research Activity"
"713",14,"Saint Joseph's University","Pennsylvania",57300,105100,41,6,"18","4814","11","14",2,"Master's Colleges & Universities: Larger Programs"
"714",15,"La Salle University","Pennsylvania",55800,104800,40,5,"18","3766","11","13",2,"Master's Colleges & Universities: Larger Programs"
"715",16,"Thomas Jefferson University","Pennsylvania",63400,102500,83,7,"16","3495","11","14",2,"Doctoral Universities: High Research Activity"
"716",17,"Muhlenberg College","Pennsylvania",53400,101900,43,20,"21","2285","12","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"717",18,"Ursinus College","Pennsylvania",54400,101800,42,40,"21","1406","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"718",19,"Pennsylvania State University-Penn State Harrisburg","Pennsylvania",55000,100400,47,31,"18","4162","21","12",1,"Master's Colleges & Universities: Larger Programs"
"719",19,"University of Pittsburgh-Pittsburgh Campus","Pennsylvania",55900,100400,50,27,"15","19127","11","16",1,"Doctoral Universities: Very High Research Activity"
"720",21,"Dickinson College","Pennsylvania",55800,100100,46,25,"21","2353","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"721",21,"Widener University","Pennsylvania",55700,100100,57,13,"17","3201","21","14",2,"Doctoral/Professional Universities"
"722",23,"University of Scranton","Pennsylvania",56400,99700,42,12,"18","3624","13","14",2,"Master's Colleges & Universities: Larger Programs"
"723",24,"Grove City College","Pennsylvania",54400,98400,53,29,"21","2291","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"724",25,"Pennsylvania State University-Penn State Erie-Behrend College","Pennsylvania",58800,97900,44,32,"20","4117","22","13",1,"Master's Colleges & Universities: Small Programs"
"725",1,"Brown University","Rhode-Island",68200,127600,45,43,"15","6752","12","14",2,"Doctoral Universities: Very High Research Activity"
"726",2,"Bryant University","Rhode-Island",60500,108600,37,8,"19","3471","21","14",2,"Master's Colleges & Universities: Medium Programs"
"727",3,"Providence College","Rhode-Island",58900,106900,44,11,"18","4079","12","14",2,"Master's Colleges & Universities: Larger Programs"
"728",4,"Rhode Island School of Design","Rhode-Island",55500,100600,39,0,"30","1994","12","11",2,"Special Focus Four-Year: Arts, Music & Design Schools"
"729",5,"University of Rhode Island","Rhode-Island",54500,99700,50,18,"16","13743","21","16",1,"Doctoral Universities: High Research Activity"
"730",6,"Salve Regina University","Rhode-Island",53000,93900,50,6,"18","1996","21","11",2,"Master's Colleges & Universities: Larger Programs"
"731",7,"New England Institute of Technology","Rhode-Island",51700,93200,44,14,"23","2596","21","9",2,"Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's"
"732",8,"Roger Williams University","Rhode-Island",52900,92700,48,12,"19","4347","21","14",2,"Master's Colleges & Universities: Medium Programs"
"733",9,"Rhode Island College","Rhode-Island",47200,83500,52,5,"18","6480","21","12",1,"Master's Colleges & Universities: Larger Programs"
"734",10,"Johnson & Wales University-Online","Rhode-Island",46200,81600,43,0,"29","886","12","6",2,"Special Focus Four-Year: Business & Management Schools"
"735",11,"Johnson & Wales University-Providence","Rhode-Island",46500,78900,41,5,"18","6569","12","14",2,"Master's Colleges & Universities: Larger Programs"
"736",1,"Citadel Military College of South Carolina","South-Carolina",60400,108100,62,19,"18","2882","12","14",1,"Master's Colleges & Universities: Larger Programs"
"737",2,"Clemson University","South-Carolina",57500,106700,50,39,"15","19564","21","16",1,"Doctoral Universities: Very High Research Activity"
"738",3,"Furman","South-Carolina",52100,98800,48,16,NA,NA,NA,NA,NA,NA
"739",4,"Wofford College","South-Carolina",51300,96600,51,28,"21","1659","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"740",5,"Medical University of South Carolina","South-Carolina",54800,92700,88,6,"25","329","12","9",1,"Special Focus Four-Year: Medical Schools & Centers"
"741",6,"University of South Carolina-Columbia","South-Carolina",50300,89900,52,20,"15","26300","12","16",1,"Doctoral Universities: Very High Research Activity"
"742",6,"Presbyterian College","South-Carolina",48800,89900,57,14,"21","973","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"743",8,"College of Charleston","South-Carolina",47300,85100,44,20,"18","9622","12","13",1,"Master's Colleges & Universities: Larger Programs"
"744",9,"University of South Carolina-Upstate","South-Carolina",46000,81400,50,13,"22","5403","22","12",1,"Baccalaureate Colleges: Diverse Fields"
"745",10,"South Carolina State University","South-Carolina",44500,80800,71,16,"20","2415","32","11",1,"Master's Colleges & Universities: Small Programs"
"746",11,"Winthrop University","South-Carolina",44300,79700,49,9,"18","4545","13","14",1,"Master's Colleges & Universities: Larger Programs"
"747",12,"Erskine College","South-Carolina",43500,78000,57,28,"22","572","42","8",2,"Baccalaureate Colleges: Diverse Fields"
"748",13,"Coastal Carolina University","South-Carolina",44700,77600,48,14,"18","9474","13","13",1,"Master's Colleges & Universities: Larger Programs"
"749",13,"Francis Marion University","South-Carolina",42900,77600,58,18,"20","3097","23","13",1,"Master's Colleges & Universities: Small Programs"
"750",15,"Lander University","South-Carolina",42600,77100,54,9,"22","2879","32","11",1,"Baccalaureate Colleges: Diverse Fields"
"751",16,"Limestone College","South-Carolina",42100,76500,57,10,"22","2278","31","10",2,"Baccalaureate Colleges: Diverse Fields"
"752",17,"Charleston Southern University","South-Carolina",42800,76300,65,9,"19","2933","12","13",2,"Master's Colleges & Universities: Medium Programs"
"753",18,"University of South Carolina-Aiken","South-Carolina",41600,75100,58,10,NA,NA,NA,NA,NA,NA
"754",19,"Newberry College","South-Carolina",41200,74700,54,14,"22","1205","32","11",2,"Baccalaureate Colleges: Diverse Fields"
"755",20,"Southern Wesleyan University","South-Carolina",42900,74600,52,5,"18","1179","21","10",2,"Master's Colleges & Universities: Larger Programs"
"756",21,"Converse College","South-Carolina",39000,71000,60,8,"20","893","13","11",2,"Master's Colleges & Universities: Small Programs"
"757",22,"Anderson University (South Carolina)","South-Carolina",39900,70100,51,5,NA,NA,NA,NA,NA,NA
"758",23,"Columbia College (South Carolina)","South-Carolina",39200,68300,56,6,NA,NA,NA,NA,NA,NA
"759",24,"Benedict College","South-Carolina",38100,67500,61,19,"22","2165","12","11",2,"Baccalaureate Colleges: Diverse Fields"
"760",25,"Columbia International University","South-Carolina",36600,66200,62,0,"20","526","12","8",2,"Master's Colleges & Universities: Small Programs"
"761",1,"South Dakota School of Mines and Technology","South-Dakota",66500,118500,58,92,"27","2177","13","10",1,"Special Focus Four-Year: Engineering Schools"
"762",2,"South Dakota State University","South-Dakota",50500,91900,58,18,"16","9314","33","16",1,"Doctoral Universities: High Research Activity"
"763",3,"Augustana University","South-Dakota",47900,88400,54,18,"20","1752","12","11",2,"Master's Colleges & Universities: Small Programs"
"764",4,"University of South Dakota","South-Dakota",47500,87900,56,8,"16","6228","32","13",1,"Doctoral Universities: High Research Activity"
"765",5,"Dakota State University","South-Dakota",48400,84300,49,53,"20","2051","32","10",1,"Master's Colleges & Universities: Small Programs"
"766",6,"University of Sioux Falls","South-Dakota",44400,78200,64,6,"19","1268","12","11",2,"Master's Colleges & Universities: Medium Programs"
"767",7,"Northern State University","South-Dakota",42300,77700,56,7,"20","1451","33","11",1,"Master's Colleges & Universities: Small Programs"
"768",8,"Mount Marty College","South-Dakota",41400,76500,67,5,"20","584","33","7",2,"Master's Colleges & Universities: Small Programs"
"769",9,"Dakota Wesleyan University","South-Dakota",41800,75700,52,10,"22","743","33","8",2,"Baccalaureate Colleges: Diverse Fields"
"770",10,"Black Hills State University","South-Dakota",40400,72600,51,11,"20","2563","32","10",1,"Master's Colleges & Universities: Small Programs"
"771",1,"Vanderbilt University","Tennessee",65400,119100,48,23,"15","6840","11","17",2,"Doctoral Universities: Very High Research Activity"
"772",2,"Sewanee-The University of the South","Tennessee",53700,97800,57,17,NA,NA,NA,NA,NA,NA
"773",2,"Rhodes College","Tennessee",51900,97800,46,25,"21","1985","11","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"774",4,"Christian Brothers University","Tennessee",51500,96500,60,14,"18","1535","11","10",2,"Master's Colleges & Universities: Larger Programs"
"775",5,"Baptist Memorial College of Health Sciences","Tennessee",55700,95700,90,4,"26","1032","11","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"776",6,"Tennessee Technological University","Tennessee",53100,95100,48,28,"16","8805","33","12",1,"Doctoral Universities: High Research Activity"
"777",6,"The University of Tennessee-Knoxville","Tennessee",51200,95100,52,21,"15","22653","12","16",1,"Doctoral Universities: Very High Research Activity"
"778",8,"University of Memphis","Tennessee",47200,85800,55,12,"16","15563","11","15",1,"Doctoral Universities: High Research Activity"
"779",9,"Lipscomb University","Tennessee",49000,84800,59,12,"17","2914","11","14",2,"Doctoral/Professional Universities"
"780",10,"Southern Adventist University","Tennessee",47500,84000,67,9,"19","2418","21","11",2,"Master's Colleges & Universities: Medium Programs"
"781",11,"Fisk University","Tennessee",45300,83600,53,39,"21","743","11","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"782",12,"Union University","Tennessee",46400,83000,59,6,"17","2061","13","10",2,"Doctoral/Professional Universities"
"783",13,"The University of Tennessee-Chattanooga","Tennessee",46000,82300,56,17,"17","10152","12","16",1,"Doctoral/Professional Universities"
"784",14,"Trevecca Nazarene University","Tennessee",45300,81700,65,5,"17","2189","11","10",2,"Doctoral/Professional Universities"
"785",15,"Middle Tennessee State University","Tennessee",46500,81100,52,9,"17","18001","12","15",1,"Doctoral/Professional Universities"
"786",16,"Cumberland University","Tennessee",45500,81000,61,3,"19","1785","31","10",2,"Master's Colleges & Universities: Medium Programs"
"787",17,"Belmont University","Tennessee",47300,80900,47,3,"17","6620","11","14",2,"Doctoral/Professional Universities"
"788",18,"The University of Tennessee-Martin","Tennessee",44400,78600,58,10,"20","5354","33","13",1,"Master's Colleges & Universities: Small Programs"
"789",19,"Tennessee State University","Tennessee",47200,78400,68,14,"16","6116","11","14",1,"Doctoral Universities: High Research Activity"
"790",20,"Freed-Hardeman University","Tennessee",43700,78200,54,9,"20","1311","32","11",2,"Master's Colleges & Universities: Small Programs"
"791",20,"Austin Peay State University","Tennessee",44200,78200,63,10,"18","9064","12","12",1,"Master's Colleges & Universities: Larger Programs"
"792",22,"East Tennessee State University","Tennessee",43700,77300,57,8,"16","10760","13","16",1,"Doctoral Universities: High Research Activity"
"793",23,"Carson-Newman University","Tennessee",42700,76500,61,5,"17","1695","23","11",2,"Doctoral/Professional Universities"
"794",24,"Maryville College","Tennessee",42800,75300,68,16,"22","1106","21","11",2,"Baccalaureate Colleges: Diverse Fields"
"795",25,"Milligan College","Tennessee",41200,74900,63,5,"19","780","22","11",2,"Master's Colleges & Universities: Medium Programs"
"796",1,"Rice University","Texas",71000,129500,50,45,"15","3962","11","14",2,"Doctoral Universities: Very High Research Activity"
"797",2,"The King's University","Texas",63800,116500,33,0,"24","362","21","6",2,"Special Focus Four-Year: Faith-Related Institutions"
"798",3,"Texas A&M University-College Station","Texas",60600,115700,53,30,NA,NA,NA,NA,NA,NA
"799",4,"The University of Texas at Austin","Texas",60700,112800,49,28,"15","40329","11","15",1,"Doctoral Universities: Very High Research Activity"
"800",5,"Southern Methodist University","Texas",59700,110400,46,22,"16","6448","21","14",2,"Doctoral Universities: High Research Activity"
"801",6,"The University of Texas Health Science Center at Houston","Texas",65400,109400,80,14,"25","717","11","12",1,"Special Focus Four-Year: Medical Schools & Centers"
"802",7,"Texas Tech University","Texas",56800,106500,54,22,"15","30795","11","16",1,"Doctoral Universities: Very High Research Activity"
"803",8,"Texas Tech University Health Sciences Center","Texas",61300,104900,86,3,"25","1520","11","12",1,"Special Focus Four-Year: Medical Schools & Centers"
"804",9,"University of Houston","Texas",56000,103900,50,24,"15","37291","11","15",1,"Doctoral Universities: Very High Research Activity"
"805",10,"The University of Texas Medical Branch","Texas",61100,103100,87,3,NA,NA,NA,NA,NA,NA
"806",11,"Trinity University","Texas",54900,102900,46,27,"20","2462","11","11",2,"Master's Colleges & Universities: Small Programs"
"807",12,"Baylor University","Texas",55500,101400,49,16,"16","14159","12","16",2,"Doctoral Universities: High Research Activity"
"808",13,"Lamar University","Texas",53300,101200,57,16,"17","8623","12","13",1,"Doctoral/Professional Universities"
"809",14,"The University of Texas at Dallas","Texas",57100,100900,42,44,"15","19837","12","16",1,"Doctoral Universities: Very High Research Activity"
"810",15,"The University of Texas Health Science Center at San Antonio","Texas",59400,100200,85,4,"25","774","11","9",1,"Special Focus Four-Year: Medical Schools & Centers"
"811",16,"The University of Texas at Arlington","Texas",55400,99500,55,22,"15","34024","11","16",1,"Doctoral Universities: Very High Research Activity"
"812",17,"Prairie View A&M University","Texas",57800,99400,65,22,NA,NA,NA,NA,NA,NA
"813",18,"LeTourneau University","Texas",56600,98900,53,21,"19","1771","13","10",2,"Master's Colleges & Universities: Medium Programs"
"814",19,"Texas Christian University","Texas",56000,98700,51,9,"16","9407","11","16",2,"Doctoral Universities: High Research Activity"
"815",20,"Texas A&M University-Kingsville","Texas",53100,97500,63,53,NA,NA,NA,NA,NA,NA
"816",21,"University of Dallas","Texas",53000,96400,49,16,"18","1467","12","11",2,"Master's Colleges & Universities: Larger Programs"
"817",22,"St. Mary's University","Texas",52900,95300,61,17,"18","2356","11","14",2,"Master's Colleges & Universities: Larger Programs"
"818",23,"University of Houston-Clear Lake","Texas",50700,94800,48,29,"18","6196","21","12",1,"Master's Colleges & Universities: Larger Programs"
"819",24,"Amberton University","Texas",52800,93600,57,0,"18","189","21","6",2,"Master's Colleges & Universities: Larger Programs"
"820",25,"Southwestern University","Texas",51800,93500,51,19,"21","1430","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"821",1,"Brigham Young University-Provo","Utah",59200,108000,60,25,"16","31441","12","15",2,"Doctoral Universities: High Research Activity"
"822",2,"University of Utah","Utah",54800,102600,57,22,"15","23396","12","15",1,"Doctoral Universities: Very High Research Activity"
"823",3,"Weber State University","Utah",53900,94000,60,8,"18","17225","13","15",1,"Master's Colleges & Universities: Larger Programs"
"824",4,"Utah State University","Utah",52400,93900,61,14,"16","21658","13","15",1,"Doctoral Universities: High Research Activity"
"825",5,"Westminster College (Utah)","Utah",51700,92200,55,10,NA,NA,NA,NA,NA,NA
"826",6,"Western Governors University","Utah",54500,91500,57,9,"18","88921","21","15",2,"Master's Colleges & Universities: Larger Programs"
"827",7,"Utah Valley University","Utah",51100,90600,57,12,"20","28278","13","15",1,"Master's Colleges & Universities: Small Programs"
"828",8,"Southern Utah University","Utah",46400,84400,65,7,"18","7293","33","12",1,"Master's Colleges & Universities: Larger Programs"
"829",9,"Stevens-Henager College (Murray, Utah)","Utah",42400,76100,54,51,NA,NA,NA,NA,NA,NA
"830",10,"Independence University","Utah",40500,74100,78,2,"19","9779","21","12",2,"Master's Colleges & Universities: Medium Programs"
"831",1,"Middlebury College","Vermont",60400,109800,54,19,"21","2550","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"832",2,"University of Vermont","Vermont",53200,99400,50,22,"16","10612","13","17",1,"Doctoral Universities: High Research Activity"
"833",3,"Norwich University","Vermont",57000,99100,51,20,"18","3120","32","13",2,"Master's Colleges & Universities: Larger Programs"
"834",4,"Saint Michael's College","Vermont",52900,98500,40,18,"21","1655","22","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"835",5,"Vermont Technical College","Vermont",52400,93900,41,4,"23","1350","43","10",1,"Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's"
"836",6,"Bennington College","Vermont",48800,90000,50,5,"21","720","32","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"837",7,"Champlain College","Vermont",51100,88400,39,14,"18","3686","13","13",2,"Master's Colleges & Universities: Larger Programs"
"838",8,"College of St Joseph","Vermont",47000,85000,72,0,"22","143","32","8",2,"Baccalaureate Colleges: Diverse Fields"
"839",9,"Southern Vermont College","Vermont",42900,78700,63,17,"22","341","41","8",2,"Baccalaureate Colleges: Diverse Fields"
"840",10,"Goddard College","Vermont",42700,76900,NA,0,"19","180","42","6",2,"Master's Colleges & Universities: Medium Programs"
"841",11,"Castleton University","Vermont",41700,76200,52,6,"22","1774","32","11",1,"Baccalaureate Colleges: Diverse Fields"
"842",12,"Green Mountain College","Vermont",42000,75200,57,2,"20","425","42","8",2,"Master's Colleges & Universities: Small Programs"
"843",13,"Lyndon State College","Vermont",41500,75100,49,8,NA,NA,NA,NA,NA,NA
"844",14,"Johnson State College","Vermont",39500,72100,46,2,NA,NA,NA,NA,NA,NA
"845",1,"Washington and Lee University","Virginia",65900,123200,40,18,"21","1822","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"846",2,"Virginia Military Institute","Virginia",65900,120600,68,47,"21","1685","32","11",1,"Baccalaureate Colleges: Arts & Sciences Focus"
"847",3,"University of Virginia-Main Campus","Virginia",64500,117500,46,23,"15","16405","23","16",1,"Doctoral Universities: Very High Research Activity"
"848",4,"Virginia Polytechnic Institute and State University","Virginia",62700,114000,48,42,"15","27730","13","16",1,"Doctoral Universities: Very High Research Activity"
"849",5,"College of William and Mary","Virginia",59000,108900,42,21,NA,NA,NA,NA,NA,NA
"850",6,"Hampden-Sydney College","Virginia",58300,108600,52,20,"21","1072","42","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"851",7,"University of Richmond","Virginia",59800,107500,48,13,"21","3215","12","14",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"852",8,"George Mason University","Virginia",58900,105700,48,23,"15","25508","21","16",1,"Doctoral Universities: Very High Research Activity"
"853",9,"James Madison University","Virginia",57400,102600,42,12,"18","19679","13","16",1,"Master's Colleges & Universities: Larger Programs"
"854",10,"University of Mary Washington","Virginia",54200,98200,49,17,"19","4371","22","14",1,"Master's Colleges & Universities: Medium Programs"
"855",11,"Jefferson College of Health Sciences","Virginia",55500,97600,86,1,NA,NA,NA,NA,NA,NA
"856",12,"Marymount University","Virginia",52300,93100,44,15,"18","2243","12","10",2,"Master's Colleges & Universities: Larger Programs"
"857",13,"Hampton University","Virginia",52700,92600,61,12,"16","3661","12","14",2,"Doctoral Universities: High Research Activity"
"858",14,"Old Dominion University","Virginia",50200,89900,52,19,"16","19194","12","15",1,"Doctoral Universities: High Research Activity"
"859",15,"Lynchburg College","Virginia",47700,89100,54,11,NA,NA,NA,NA,NA,NA
"860",16,"Virginia Commonwealth University","Virginia",49900,88200,52,18,"15","22497","12","15",1,"Doctoral Universities: Very High Research Activity"
"861",17,"Christopher Newport University","Virginia",50800,87200,55,25,"20","4853","12","14",1,"Master's Colleges & Universities: Small Programs"
"862",18,"Shenandoah University","Virginia",48700,86600,57,7,"17","2022","13","14",2,"Doctoral/Professional Universities"
"863",19,"Randolph College","Virginia",47000,86100,50,23,"21","587","13","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"864",20,"Roanoke College","Virginia",48500,85100,53,18,"21","1981","22","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"865",21,"Longwood University","Virginia",47300,83300,54,9,"19","4028","33","14",1,"Master's Colleges & Universities: Medium Programs"
"866",22,"Radford University","Virginia",48900,82900,53,10,"18","7880","13","13",1,"Master's Colleges & Universities: Larger Programs"
"867",23,"The University of Virginia's College at Wise","Virginia",46500,82600,53,5,"21","1187","32","11",1,"Baccalaureate Colleges: Arts & Sciences Focus"
"868",24,"Virginia State University","Virginia",44900,81800,61,14,"19","3986","21","14",1,"Master's Colleges & Universities: Medium Programs"
"869",25,"Ferrum College","Virginia",43000,80600,54,6,"22","1121","42","11",2,"Baccalaureate Colleges: Diverse Fields"
"870",1,"Seattle University","Washington",60600,113700,59,12,"17","4674","11","13",2,"Doctoral/Professional Universities"
"871",2,"University of Washington-Seattle Campus","Washington",61900,112300,51,34,"15","30905","11","16",1,"Doctoral Universities: Very High Research Activity"
"872",3,"University of Washington-Bothell Campus","Washington",60200,108000,53,26,"18","5363","21","12",1,"Master's Colleges & Universities: Larger Programs"
"873",4,"Gonzaga University","Washington",57800,107600,51,19,"17","5237","12","14",2,"Doctoral/Professional Universities"
"874",5,"Washington State University","Washington",55900,103700,50,20,"15","25675","32","16",1,"Doctoral Universities: Very High Research Activity"
"875",6,"Seattle Pacific University","Washington",53600,103400,52,9,"17","2861","11","14",2,"Doctoral/Professional Universities"
"876",7,"Whitman College","Washington",54600,102600,53,33,"21","1446","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"877",8,"University of Puget Sound","Washington",54200,101300,45,21,"21","2363","12","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"878",9,"Western Washington University","Washington",55000,99300,45,16,"18","15071","13","16",1,"Master's Colleges & Universities: Larger Programs"
"879",10,"Pacific Lutheran University","Washington",54500,98100,53,20,"19","2739","21","11",2,"Master's Colleges & Universities: Medium Programs"
"880",11,"Walla Walla University","Washington",53700,97800,54,22,"20","1604","23","11",2,"Master's Colleges & Universities: Small Programs"
"881",12,"University of Washington-Tacoma Campus","Washington",56000,96800,50,23,"18","4530","12","12",1,"Master's Colleges & Universities: Larger Programs"
"882",13,"City University of Seattle","Washington",51500,94600,54,4,"18","651","11","9",2,"Master's Colleges & Universities: Larger Programs"
"883",14,"Central Washington University","Washington",52700,93200,47,13,"18","10529","32","15",1,"Master's Colleges & Universities: Larger Programs"
"884",15,"Saint Martin's University","Washington",53200,91800,60,29,"19","1284","22","11",2,"Master's Colleges & Universities: Medium Programs"
"885",16,"Northwest University","Washington",50900,89000,51,3,"19","922","21","11",2,"Master's Colleges & Universities: Medium Programs"
"886",17,"Whitworth University","Washington",49900,88800,52,18,"19","2357","21","11",2,"Master's Colleges & Universities: Medium Programs"
"887",18,"Bellevue College","Washington",50100,88500,56,14,"14","6757","12","12",1,"Baccalaureate/Associate's Colleges: Associate's Dominant"
"888",19,"Whitworth University-Adult Degree Programs","Washington",50100,88100,NA,0,"22","294","21","6",2,"Baccalaureate Colleges: Diverse Fields"
"889",20,"Eastern Washington University","Washington",49500,87500,52,17,"18","10379","31","16",1,"Master's Colleges & Universities: Larger Programs"
"890",21,"Cornish College of the Arts","Washington",49000,86400,39,0,"30","623","11","7",2,"Special Focus Four-Year: Arts, Music & Design Schools"
"891",22,"Bastyr University","Washington",48400,86300,NA,0,"26","150","21","11",2,"Special Focus Four-Year: Other Health Professions Schools"
"892",23,"The Evergreen State College","Washington",47500,83500,47,0,"20","2962","22","13",1,"Master's Colleges & Universities: Small Programs"
"893",24,"Clark College","Washington",43500,78400,NA,9,"14","7676","12","12",1,"Baccalaureate/Associate's Colleges: Associate's Dominant"
"894",25,"Heritage University","Washington",41100,73600,NA,17,"18","758","41","6",2,"Master's Colleges & Universities: Larger Programs"
"895",1,"West Virginia University Institute of Technology","West-Virginia",57100,103700,56,40,"22","1295","13","10",1,"Baccalaureate Colleges: Diverse Fields"
"896",2,"West Virginia University","West-Virginia",54400,99900,52,22,"15","20499","13","15",1,"Doctoral Universities: Very High Research Activity"
"897",3,"Alderson Broaddus University","West-Virginia",50600,90500,72,15,"22","823","32","8",2,"Baccalaureate Colleges: Diverse Fields"
"898",4,"Shepherd University","West-Virginia",47100,87100,48,12,"21","2817","31","13",1,"Baccalaureate Colleges: Arts & Sciences Focus"
